年,月,日,时间,水位(m),流量(m3/s),含沙量(kg/m3) ,排沙量
2019.0,2.0,25.0,4:00,42.92,578,2.4171428571428573,1397.1085714285714
2019.0,2.0,25.0,6:00,42.88,558,2.3735714285714287,1324.4528571428573
2019.0,2.0,25.0,8:00,42.94,588,2.33,1370.04
2019.0,2.0,25.0,9:00,43.06,661,2.291333333333333,1514.5713333333333
2019.0,2.0,25.0,10:00,43.11,694,2.252666666666667,1563.3506666666667
2019.0,2.0,25.0,12:00,43.120000000000005,700,2.214,1549.8
2019.0,2.0,25.0,14:00,43.1,687,2.1753333333333336,1494.4540000000002
2019.0,2.0,25.0,16:00,43.160000000000004,726,2.1366666666666667,1551.22
2019.0,2.0,25.0,17:00,43.120000000000005,700,2.098,1468.6
2019.0,2.0,25.0,18:00,43.04,648,2.0593333333333335,1334.448
2019.0,2.0,25.0,19:00,42.980000000000004,611,2.0206666666666666,1234.6273333333334
2019.0,2.0,25.0,20:00,42.94,588,1.982,1165.416
2019.0,2.0,25.0,22:00,42.9,567,1.9433333333333334,1101.8700000000001
2019.0,2.0,26.0,0:00,42.870000000000005,553,1.9046666666666667,1053.2806666666668
2019.0,2.0,26.0,2:00,42.85,543,1.866,1013.238
2019.0,2.0,26.0,4:00,42.86,548,1.8273333333333333,1001.3786666666666
2019.0,2.0,26.0,6:00,42.9,567,1.7886666666666668,1014.1740000000001
2019.0,2.0,26.0,8:00,42.94,588,1.75,1029.0
2019.0,2.0,26.0,10:00,42.88,558,1.7253333333333334,962.736
2019.0,2.0,26.0,12:00,42.85,543,1.7006666666666665,923.462
2019.0,2.0,26.0,14:00,42.85,543,1.676,910.068
2019.0,2.0,26.0,15:00,42.89,562,1.6513333333333333,928.0493333333334
2019.0,2.0,26.0,16:00,43.09,681,1.6266666666666667,1107.76
2019.0,2.0,26.0,18:00,43.03,642,1.6019999999999999,1028.484
2019.0,2.0,26.0,19:00,42.95,594,1.5773333333333333,936.9359999999999
2019.0,2.0,26.0,20:00,42.870000000000005,553,1.5526666666666666,858.6246666666666
2019.0,2.0,26.0,22:00,42.84,538,1.528,822.064
2019.0,2.0,27.0,0:00,42.84,538,1.5033333333333332,808.7933333333333
2019.0,2.0,27.0,2:00,42.88,558,1.4786666666666666,825.096
2019.0,2.0,27.0,4:00,42.93,583,1.454,847.682
2019.0,2.0,27.0,5:00,43.01,630,1.4293333333333331,900.4799999999999
2019.0,2.0,27.0,6:00,43.04,648,1.4046666666666665,910.2239999999999
2019.0,2.0,27.0,8:00,43.06,661,1.38,912.18
2019.0,2.0,27.0,9:00,43.07,668,1.36875,914.3249999999999
2019.0,2.0,27.0,10:00,43.07,668,1.3575,906.81
2019.0,2.0,27.0,11:00,43.03,642,1.34625,864.2925
2019.0,2.0,27.0,12:00,42.97,606,1.335,809.01
2019.0,2.0,27.0,14:00,42.94,588,1.32375,778.365
2019.0,2.0,27.0,15:00,42.980000000000004,611,1.3125,801.9375
2019.0,2.0,27.0,16:00,43.050000000000004,655,1.30125,852.31875
2019.0,2.0,27.0,18:00,42.980000000000004,611,1.29,788.19
2019.0,2.0,27.0,19:00,42.93,583,1.2787499999999998,745.5112499999999
2019.0,2.0,27.0,20:00,42.88,558,1.2674999999999998,707.2649999999999
2019.0,2.0,27.0,22:00,42.83,533,1.2562499999999999,669.58125
2019.0,2.0,28.0,0:00,42.82,528,1.2449999999999999,657.3599999999999
2019.0,2.0,28.0,2:00,42.82,528,1.23375,651.42
2019.0,2.0,28.0,4:00,42.82,528,1.2225,645.4799999999999
2019.0,2.0,28.0,6:00,42.86,548,1.21125,663.765
2019.0,2.0,28.0,8:00,42.9,567,1.2,680.4
2019.0,2.0,28.0,10:00,42.96,600,1.2215384615384615,732.9230769230769
2019.0,2.0,28.0,12:00,43.06,661,1.243076923076923,821.6738461538461
2019.0,2.0,28.0,14:00,43.03,642,1.2646153846153845,811.8830769230768
2019.0,2.0,28.0,15:00,42.97,606,1.2861538461538462,779.4092307692308
2019.0,2.0,28.0,16:00,42.92,578,1.3076923076923077,755.8461538461538
2019.0,2.0,28.0,18:00,42.84,538,1.3292307692307692,715.1261538461538
2019.0,2.0,28.0,20:00,42.81,523,1.3507692307692307,706.4523076923076
2019.0,2.0,28.0,22:00,42.81,523,1.3723076923076922,717.7169230769231
2019.0,3.0,1.0,0:00,42.800000000000004,517,1.3938461538461537,720.6184615384615
2019.0,3.0,1.0,2:00,42.800000000000004,517,1.4153846153846152,731.7538461538461
2019.0,3.0,1.0,4:00,42.800000000000004,517,1.436923076923077,742.8892307692308
2019.0,3.0,1.0,6:00,42.800000000000004,517,1.4584615384615385,754.0246153846153
2019.0,3.0,1.0,8:00,42.800000000000004,517,1.48,765.16
2019.0,3.0,1.0,10:00,42.83,814,1.512,1230.768
2019.0,3.0,1.0,12:00,42.81,794,1.544,1225.936
2019.0,3.0,1.0,14:00,42.79,774,1.576,1219.824
2019.0,3.0,1.0,16:00,42.79,774,1.608,1244.592
2019.0,3.0,1.0,18:00,42.79,774,1.6400000000000001,1269.3600000000001
2019.0,3.0,1.0,20:00,42.79,774,1.6720000000000002,1294.1280000000002
2019.0,3.0,1.0,22:00,42.81,794,1.704,1352.9759999999999
2019.0,3.0,2.0,0:00,42.78,764,1.736,1326.304
2019.0,3.0,2.0,4:00,42.79,774,1.768,1368.432
2019.0,3.0,2.0,8:00,42.77,754,1.8,1357.2
2019.0,3.0,2.0,12:00,42.78,764,1.82875,1397.165
2019.0,3.0,2.0,16:00,42.78,764,1.8575,1419.1299999999999
2019.0,3.0,2.0,20:00,42.77,754,1.88625,1422.2325
2019.0,3.0,3.0,0:00,42.77,754,1.915,1443.91
2019.0,3.0,3.0,2:00,42.76,744,1.9437499999999999,1446.1499999999999
2019.0,3.0,3.0,4:00,42.76,744,1.9725,1467.54
2019.0,3.0,3.0,6:00,42.75,734,2.0012499999999998,1468.9174999999998
2019.0,3.0,3.0,8:00,42.76,744,2.03,1510.32
2019.0,3.0,3.0,10:00,42.77,754,2.0991666666666666,1582.7716666666665
2019.0,3.0,3.0,12:00,42.800000000000004,784,2.168333333333333,1699.9733333333331
2019.0,3.0,3.0,14:00,42.78,764,2.2375,1709.4499999999998
2019.0,3.0,3.0,16:00,42.79,774,2.3066666666666666,1785.36
2019.0,3.0,3.0,18:00,42.78,764,2.375833333333333,1815.1366666666663
2019.0,3.0,3.0,20:00,42.79,774,2.445,1892.4299999999998
2019.0,3.0,3.0,22:00,42.81,794,2.5141666666666667,1996.2483333333332
2019.0,3.0,4.0,0:00,42.84,944,2.583333333333333,2438.6666666666665
2019.0,3.0,4.0,2:00,42.83,935,2.6525,2480.0875
2019.0,3.0,4.0,4:00,42.82,925,2.7216666666666667,2517.5416666666665
2019.0,3.0,4.0,6:00,42.84,944,2.790833333333333,2634.5466666666666
2019.0,3.0,4.0,8:00,42.84,944,2.86,2699.8399999999997
2019.0,3.0,4.0,10:00,42.83,935,2.907,2718.045
2019.0,3.0,4.0,12:00,42.83,935,2.9539999999999997,2761.99
2019.0,3.0,4.0,14:00,42.83,935,3.001,2805.935
2019.0,3.0,4.0,16:00,42.82,925,3.048,2819.4
2019.0,3.0,4.0,18:00,42.83,935,3.0949999999999998,2893.825
2019.0,3.0,4.0,20:00,42.85,953,3.142,2994.326
2019.0,3.0,4.0,22:00,42.88,978,3.189,3118.842
2019.0,3.0,5.0,0:00,42.870000000000005,969,3.236,3135.684
2019.0,3.0,5.0,4:00,42.89,986,3.283,3237.038
2019.0,3.0,5.0,8:00,42.86,961,3.33,3200.13
2019.0,3.0,5.0,10:00,42.870000000000005,969,3.262857142857143,3161.7085714285713
2019.0,3.0,5.0,12:00,42.88,978,3.1957142857142857,3125.4085714285716
2019.0,3.0,5.0,16:00,42.870000000000005,969,3.1285714285714286,3031.5857142857144
2019.0,3.0,5.0,20:00,42.870000000000005,969,3.0614285714285714,2966.5242857142857
2019.0,3.0,6.0,0:00,42.85,953,2.994285714285714,2853.5542857142855
2019.0,3.0,6.0,4:00,42.84,944,2.927142857142857,2763.2228571428573
2019.0,3.0,6.0,8:00,42.800000000000004,904,2.86,2585.44
2019.0,3.0,6.0,12:00,42.84,944,2.7733333333333334,2618.0266666666666
2019.0,3.0,6.0,16:00,42.81,916,2.6866666666666665,2460.9866666666667
2019.0,3.0,6.0,20:00,42.81,916,2.5999999999999996,2381.5999999999995
2019.0,3.0,7.0,0:00,42.79,894,2.513333333333333,2246.92
2019.0,3.0,7.0,4:00,42.79,894,2.4266666666666667,2169.44
2019.0,3.0,7.0,8:00,42.79,894,2.34,2091.96
2019.0,3.0,7.0,10:00,42.77,874,2.302857142857143,2012.697142857143
2019.0,3.0,7.0,12:00,42.75,855,2.2657142857142856,1937.185714285714
2019.0,3.0,7.0,16:00,42.72,826,2.2285714285714286,1840.8
2019.0,3.0,7.0,20:00,42.74,845,2.1914285714285713,1851.7571428571428
2019.0,3.0,8.0,0:00,42.75,855,2.1542857142857144,1841.9142857142858
2019.0,3.0,8.0,4:00,42.76,864,2.1171428571428574,1829.2114285714288
2019.0,3.0,8.0,8:00,42.76,864,2.08,1797.1200000000001
2019.0,3.0,8.0,12:00,42.730000000000004,835,2.0700000000000003,1728.4500000000003
2019.0,3.0,8.0,16:00,42.71,817,2.06,1683.02
2019.0,3.0,8.0,20:00,42.730000000000004,835,2.05,1711.7499999999998
2019.0,3.0,9.0,0:00,42.72,826,2.04,1685.04
2019.0,3.0,9.0,4:00,42.730000000000004,835,2.0300000000000002,1695.0500000000002
2019.0,3.0,9.0,8:00,42.730000000000004,835,2.02,1686.7
2019.0,3.0,9.0,12:00,42.71,817,2.0428571428571427,1669.0142857142855
2019.0,3.0,9.0,14:00,42.69,798,2.065714285714286,1648.44
2019.0,3.0,9.0,16:00,42.71,817,2.0885714285714285,1706.3628571428571
2019.0,3.0,9.0,20:00,42.74,845,2.1114285714285717,1784.157142857143
2019.0,3.0,10.0,0:00,42.74,845,2.1342857142857143,1803.4714285714285
2019.0,3.0,10.0,4:00,42.75,855,2.1571428571428575,1844.3571428571431
2019.0,3.0,10.0,8:00,42.77,874,2.18,1905.3200000000002
2019.0,3.0,10.0,12:00,42.85,953,2.238,2132.814
2019.0,3.0,10.0,16:00,42.84,944,2.2960000000000003,2167.4240000000004
2019.0,3.0,10.0,18:00,42.81,916,2.354,2156.264
2019.0,3.0,10.0,20:00,42.83,935,2.412,2255.22
2019.0,3.0,10.0,22:00,42.870000000000005,969,2.4699999999999998,2393.43
2019.0,3.0,11.0,0:00,42.89,986,2.528,2492.608
2019.0,3.0,11.0,2:00,42.870000000000005,969,2.586,2505.834
2019.0,3.0,11.0,4:00,42.89,986,2.6439999999999997,2606.9839999999995
2019.0,3.0,11.0,6:00,42.94,1030,2.702,2783.06
2019.0,3.0,11.0,8:00,42.94,1030,2.76,2842.7999999999997
2019.0,3.0,11.0,10:00,42.93,1020,2.791,2846.8199999999997
2019.0,3.0,11.0,12:00,42.910000000000004,1000,2.8219999999999996,2821.9999999999995
2019.0,3.0,11.0,14:00,42.910000000000004,1000,2.8529999999999998,2852.9999999999995
2019.0,3.0,11.0,16:00,42.910000000000004,1000,2.884,2884.0
2019.0,3.0,11.0,18:00,42.95,1030,2.915,3002.45
2019.0,3.0,11.0,20:00,42.94,1030,2.9459999999999997,3034.3799999999997
2019.0,3.0,11.0,22:00,42.93,1020,2.977,3036.54
2019.0,3.0,12.0,0:00,42.95,1030,3.008,3098.24
2019.0,3.0,12.0,4:00,42.95,1030,3.0389999999999997,3130.1699999999996
2019.0,3.0,12.0,8:00,42.96,1040,3.07,3192.7999999999997
2019.0,3.0,12.0,12:00,42.96,1040,3.0816666666666666,3204.9333333333334
2019.0,3.0,12.0,16:00,42.95,1030,3.0933333333333333,3186.133333333333
2019.0,3.0,12.0,20:00,42.94,1030,3.105,3198.15
2019.0,3.0,13.0,0:00,42.95,1030,3.1166666666666667,3210.1666666666665
2019.0,3.0,13.0,4:00,42.92,1010,3.1283333333333334,3159.616666666667
2019.0,3.0,13.0,8:00,42.92,1010,3.14,3171.4
2019.0,3.0,13.0,12:00,42.94,1030,3.111666666666667,3205.016666666667
2019.0,3.0,13.0,16:00,42.94,1030,3.0833333333333335,3175.8333333333335
2019.0,3.0,13.0,20:00,42.92,1010,3.055,3085.55
2019.0,3.0,14.0,0:00,42.92,1010,3.026666666666667,3056.9333333333334
2019.0,3.0,14.0,4:00,42.910000000000004,1000,2.9983333333333335,2998.3333333333335
2019.0,3.0,14.0,8:00,42.92,1010,2.97,2999.7000000000003
2019.0,3.0,14.0,10:00,42.92,1010,3.07,3100.7
2019.0,3.0,14.0,12:00,42.93,1020,3.1116666666666664,3173.8999999999996
2019.0,3.0,14.0,16:00,42.9,995,3.1533333333333333,3137.5666666666666
2019.0,3.0,14.0,20:00,42.89,986,3.195,3150.27
2019.0,3.0,15.0,0:00,42.92,1010,3.2366666666666664,3269.033333333333
2019.0,3.0,15.0,4:00,42.93,1020,3.2783333333333333,3343.9
2019.0,3.0,15.0,8:00,42.95,1030,3.32,3419.6
2019.0,3.0,15.0,12:00,42.93,1020,3.37,3437.4
2019.0,3.0,15.0,16:00,42.96,1040,3.42,3556.7999999999997
2019.0,3.0,15.0,20:00,42.95,1030,3.4699999999999998,3574.1
2019.0,3.0,16.0,0:00,42.92,1010,3.52,3555.2
2019.0,3.0,16.0,4:00,42.92,1010,3.5700000000000003,3605.7000000000003
2019.0,3.0,16.0,8:00,42.93,1020,3.62,3692.4
2019.0,3.0,16.0,12:00,42.92,1010,3.495,3529.9500000000003
2019.0,3.0,16.0,16:00,42.9,995,3.37,3353.15
2019.0,3.0,16.0,20:00,42.9,995,3.245,3228.775
2019.0,3.0,17.0,0:00,42.9,995,3.12,3104.4
2019.0,3.0,17.0,4:00,42.89,986,2.995,2953.07
2019.0,3.0,17.0,8:00,42.92,1010,2.87,2898.7000000000003
2019.0,3.0,17.0,12:00,42.910000000000004,1000,2.868333333333333,2868.333333333333
2019.0,3.0,17.0,16:00,42.89,986,2.8666666666666667,2826.5333333333333
2019.0,3.0,17.0,20:00,42.92,1010,2.865,2893.65
2019.0,3.0,18.0,0:00,42.910000000000004,1000,2.8633333333333333,2863.3333333333335
2019.0,3.0,18.0,4:00,42.88,978,2.8616666666666664,2798.7099999999996
2019.0,3.0,18.0,8:00,42.88,978,2.86,2797.08
2019.0,3.0,18.0,12:00,42.86,961,2.833333333333333,2722.833333333333
2019.0,3.0,18.0,16:00,42.9,995,2.8066666666666666,2792.633333333333
2019.0,3.0,18.0,20:00,42.9,995,2.7800000000000002,2766.1000000000004
2019.0,3.0,19.0,0:00,42.86,961,2.7533333333333334,2645.9533333333334
2019.0,3.0,19.0,4:00,42.84,944,2.7266666666666666,2573.9733333333334
2019.0,3.0,19.0,8:00,42.870000000000005,969,2.7,2616.3
2019.0,3.0,19.0,12:00,42.84,944,2.6933333333333334,2542.5066666666667
2019.0,3.0,19.0,16:00,42.84,944,2.686666666666667,2536.2133333333336
2019.0,3.0,19.0,20:00,42.86,961,2.68,2575.48
2019.0,3.0,20.0,0:00,42.870000000000005,969,2.6733333333333333,2590.46
2019.0,3.0,20.0,4:00,42.88,978,2.666666666666667,2608.0000000000005
2019.0,3.0,20.0,8:00,42.89,986,2.66,2622.76
2019.0,3.0,20.0,12:00,42.88,978,2.716666666666667,2656.9
2019.0,3.0,20.0,16:00,42.870000000000005,969,2.7733333333333334,2687.36
2019.0,3.0,20.0,20:00,42.9,995,2.83,2815.85
2019.0,3.0,21.0,0:00,42.910000000000004,1000,2.8866666666666667,2886.6666666666665
2019.0,3.0,21.0,4:00,42.870000000000005,969,2.9433333333333334,2852.09
2019.0,3.0,21.0,8:00,42.88,978,3.0,2934.0
2019.0,3.0,21.0,12:00,42.89,986,3.0166666666666666,2974.4333333333334
2019.0,3.0,21.0,16:00,42.9,995,3.033333333333333,3018.1666666666665
2019.0,3.0,21.0,20:00,42.94,1030,3.05,3141.5
2019.0,3.0,22.0,0:00,42.94,1030,3.066666666666667,3158.666666666667
2019.0,3.0,22.0,4:00,42.93,1020,3.0833333333333335,3145.0
2019.0,3.0,22.0,8:00,42.94,1030,3.1,3193.0
2019.0,3.0,22.0,12:00,42.94,1030,3.145,3239.35
2019.0,3.0,22.0,16:00,42.93,1020,3.19,3253.7999999999997
2019.0,3.0,22.0,20:00,42.96,1040,3.2350000000000003,3364.4000000000005
2019.0,3.0,23.0,0:00,42.94,1030,3.2800000000000002,3378.4
2019.0,3.0,23.0,4:00,42.95,1030,3.325,3424.75
2019.0,3.0,23.0,8:00,42.95,1030,3.37,3471.1
2019.0,3.0,23.0,12:00,42.980000000000004,1050,3.56,3738.0
2019.0,3.0,23.0,16:00,42.99,1060,3.75,3975.0
2019.0,3.0,23.0,20:00,43.03,1090,3.94,4294.6
2019.0,3.0,24.0,0:00,43.01,1080,4.13,4460.4
2019.0,3.0,24.0,4:00,43.04,1100,4.32,4752.0
2019.0,3.0,24.0,8:00,43.04,1100,4.51,4961.0
2019.0,3.0,24.0,12:00,43.02,1080,4.558333333333334,4923.0
2019.0,3.0,24.0,16:00,43.06,1110,4.6066666666666665,5113.4
2019.0,3.0,24.0,20:00,43.11,1150,4.654999999999999,5353.249999999999
2019.0,3.0,25.0,0:00,43.04,1100,4.703333333333333,5173.666666666666
2019.0,3.0,25.0,4:00,43.06,1110,4.751666666666667,5274.35
2019.0,3.0,25.0,8:00,43.09,1130,4.8,5424.0
2019.0,3.0,25.0,12:00,43.11,1150,4.778333333333333,5495.083333333333
2019.0,3.0,25.0,16:00,43.13,1160,4.756666666666667,5517.733333333334
2019.0,3.0,25.0,20:00,43.17,1180,4.734999999999999,5587.299999999999
2019.0,3.0,26.0,0:00,43.13,1160,4.713333333333333,5467.466666666666
2019.0,3.0,26.0,4:00,43.15,1170,4.691666666666666,5489.25
2019.0,3.0,26.0,8:00,43.17,1180,4.67,5510.6
2019.0,3.0,26.0,12:00,43.120000000000005,1150,4.691666666666666,5395.416666666666
2019.0,3.0,26.0,16:00,43.13,1160,4.713333333333333,5467.466666666666
2019.0,3.0,26.0,20:00,43.13,1160,4.734999999999999,5492.599999999999
2019.0,3.0,27.0,0:00,43.120000000000005,1150,4.756666666666667,5470.166666666667
2019.0,3.0,27.0,4:00,43.120000000000005,1150,4.778333333333333,5495.083333333333
2019.0,3.0,27.0,8:00,43.09,1130,4.8,5424.0
2019.0,3.0,27.0,12:00,43.1,1130,4.765,5384.45
2019.0,3.0,27.0,16:00,43.07,1110,4.7299999999999995,5250.299999999999
2019.0,3.0,27.0,20:00,43.1,1130,4.695,5305.35
2019.0,3.0,28.0,0:00,43.09,1130,4.66,5265.8
2019.0,3.0,28.0,4:00,43.11,1150,4.625,5318.75
2019.0,3.0,28.0,8:00,43.120000000000005,1150,4.59,5278.5
2019.0,3.0,28.0,12:00,43.09,1130,4.54,5130.2
2019.0,3.0,28.0,16:00,43.09,1130,4.49,5073.7
2019.0,3.0,28.0,20:00,43.09,1130,4.4399999999999995,5017.2
2019.0,3.0,29.0,0:00,43.1,1130,4.39,4960.7
2019.0,3.0,29.0,4:00,43.120000000000005,1150,4.34,4991.0
2019.0,3.0,29.0,8:00,43.11,1150,4.29,4933.5
2019.0,3.0,29.0,12:00,43.11,1150,4.228571428571429,4862.857142857143
2019.0,3.0,29.0,16:00,43.14,1170,4.167142857142857,4875.557142857143
2019.0,3.0,29.0,20:00,43.15,1170,4.105714285714286,4803.685714285714
2019.0,3.0,29.0,22:00,43.18,1190,4.0442857142857145,4812.7
2019.0,3.0,30.0,0:00,43.17,1180,3.9828571428571427,4699.771428571428
2019.0,3.0,30.0,4:00,43.17,1180,3.9214285714285713,4627.285714285714
2019.0,3.0,30.0,8:00,43.15,1170,3.86,4516.2
2019.0,3.0,30.0,12:00,43.14,1170,3.7983333333333333,4444.05
2019.0,3.0,30.0,16:00,43.15,1170,3.736666666666667,4371.900000000001
2019.0,3.0,30.0,20:00,43.160000000000004,1180,3.675,4336.5
2019.0,3.0,31.0,0:00,43.160000000000004,1180,3.6133333333333333,4263.733333333334
2019.0,3.0,31.0,4:00,43.18,1190,3.5516666666666667,4226.483333333334
2019.0,3.0,31.0,8:00,43.15,1170,3.49,4083.3
2019.0,3.0,31.0,12:00,43.13,1160,3.4683333333333337,4023.2666666666673
2019.0,3.0,31.0,16:00,43.13,1160,3.4466666666666668,3998.1333333333337
2019.0,3.0,31.0,20:00,43.14,1170,3.425,4007.25
2019.0,4.0,1.0,0:00,43.14,1170,3.4033333333333333,3981.9
2019.0,4.0,1.0,4:00,43.15,1170,3.381666666666667,3956.55
2019.0,4.0,1.0,8:00,43.18,1190,3.36,3998.3999999999996
2019.0,4.0,1.0,12:00,43.19,1200,3.373333333333333,4047.9999999999995
2019.0,4.0,1.0,16:00,43.2,1200,3.3866666666666667,4064.0
2019.0,4.0,1.0,20:00,43.19,1200,3.4,4080.0
2019.0,4.0,2.0,0:00,43.17,1180,3.413333333333333,4027.733333333333
2019.0,4.0,2.0,4:00,43.18,1190,3.4266666666666667,4077.7333333333336
2019.0,4.0,2.0,8:00,43.19,1200,3.44,4128.0
2019.0,4.0,2.0,12:00,43.21,1210,3.4957142857142856,4229.814285714286
2019.0,4.0,2.0,16:00,43.230000000000004,1220,3.5514285714285716,4332.742857142857
2019.0,4.0,2.0,18:00,43.25,1230,3.607142857142857,4436.785714285715
2019.0,4.0,2.0,20:00,43.24,1230,3.662857142857143,4505.314285714286
2019.0,4.0,3.0,0:00,43.21,1210,3.7185714285714284,4499.471428571428
2019.0,4.0,3.0,4:00,43.22,1210,3.7742857142857145,4566.885714285714
2019.0,4.0,3.0,8:00,43.22,1210,3.83,4634.3
2019.0,4.0,3.0,12:00,43.2,1200,3.861666666666667,4634.0
2019.0,4.0,3.0,16:00,43.17,1180,3.893333333333333,4594.133333333333
2019.0,4.0,3.0,20:00,43.2,1200,3.925,4710.0
2019.0,4.0,4.0,0:00,43.18,1190,3.9566666666666666,4708.433333333333
2019.0,4.0,4.0,4:00,43.17,1180,3.988333333333333,4706.233333333333
2019.0,4.0,4.0,8:00,43.17,1180,4.02,4743.599999999999
2019.0,4.0,4.0,12:00,43.17,1180,4.096666666666667,4834.066666666667
2019.0,4.0,4.0,16:00,43.18,1190,4.173333333333333,4966.266666666666
2019.0,4.0,4.0,20:00,43.18,1190,4.25,5057.5
2019.0,4.0,5.0,0:00,43.17,1180,4.326666666666667,5105.466666666667
2019.0,4.0,5.0,4:00,43.19,1200,4.403333333333333,5284.0
2019.0,4.0,5.0,8:00,43.21,1210,4.48,5420.8
2019.0,4.0,5.0,12:00,43.21,1210,4.3916666666666675,5313.916666666668
2019.0,4.0,5.0,16:00,43.17,1180,4.303333333333334,5077.933333333333
2019.0,4.0,5.0,20:00,43.18,1190,4.215,5015.849999999999
2019.0,4.0,6.0,0:00,43.19,1200,4.126666666666667,4952.0
2019.0,4.0,6.0,4:00,43.17,1180,4.038333333333334,4765.2333333333345
2019.0,4.0,6.0,8:00,43.18,1190,3.95,4700.5
2019.0,4.0,6.0,12:00,43.17,1180,3.8850000000000002,4584.3
2019.0,4.0,6.0,16:00,43.13,1120,3.8200000000000003,4278.400000000001
2019.0,4.0,6.0,20:00,43.13,1120,3.755,4205.599999999999
2019.0,4.0,7.0,0:00,43.14,1130,3.69,4169.7
2019.0,4.0,7.0,4:00,43.14,1130,3.625,4096.25
2019.0,4.0,7.0,8:00,43.13,1120,3.56,3987.2000000000003
2019.0,4.0,7.0,12:00,43.14,1130,3.533333333333333,3992.6666666666665
2019.0,4.0,7.0,16:00,43.15,1140,3.506666666666667,3997.6000000000004
2019.0,4.0,7.0,20:00,43.17,1160,3.48,4036.8
2019.0,4.0,8.0,0:00,43.15,1140,3.453333333333333,3936.7999999999997
2019.0,4.0,8.0,4:00,43.13,1120,3.4266666666666667,3837.866666666667
2019.0,4.0,8.0,8:00,43.13,1120,3.4,3808.0
2019.0,4.0,8.0,12:00,43.15,1140,3.3916666666666666,3866.5
2019.0,4.0,8.0,16:00,43.15,1140,3.3833333333333333,3857.0
2019.0,4.0,8.0,20:00,43.14,1130,3.375,3813.75
2019.0,4.0,9.0,0:00,43.14,1130,3.3666666666666667,3804.3333333333335
2019.0,4.0,9.0,2:00,43.14,1130,3.3583333333333334,3794.9166666666665
2019.0,4.0,9.0,8:00,43.13,1120,3.35,3752.0
2019.0,4.0,9.0,12:00,43.13,1120,3.4014285714285717,3809.6000000000004
2019.0,4.0,9.0,14:00,43.160000000000004,1150,3.452857142857143,3970.785714285714
2019.0,4.0,9.0,16:00,43.14,1130,3.5042857142857144,3959.842857142857
2019.0,4.0,9.0,20:00,43.14,1130,3.5557142857142856,4017.9571428571426
2019.0,4.0,10.0,0:00,43.160000000000004,1150,3.607142857142857,4148.214285714286
2019.0,4.0,10.0,4:00,43.160000000000004,1150,3.6585714285714284,4207.357142857142
2019.0,4.0,10.0,8:00,43.19,1180,3.71,4377.8
2019.0,4.0,10.0,12:00,43.19,1180,3.658333333333333,4316.833333333333
2019.0,4.0,10.0,16:00,43.160000000000004,1150,3.6066666666666665,4147.666666666666
2019.0,4.0,10.0,20:00,43.160000000000004,1150,3.5549999999999997,4088.2499999999995
2019.0,4.0,11.0,0:00,43.17,1160,3.5033333333333334,4063.866666666667
2019.0,4.0,11.0,4:00,43.19,1180,3.4516666666666667,4072.9666666666667
2019.0,4.0,11.0,8:00,43.19,1180,3.4,4012.0
2019.0,4.0,11.0,12:00,43.19,1180,3.385,3994.2999999999997
2019.0,4.0,11.0,16:00,43.2,1180,3.37,3976.6
2019.0,4.0,11.0,20:00,43.19,1180,3.355,3958.9
2019.0,4.0,12.0,0:00,43.17,1160,3.34,3874.3999999999996
2019.0,4.0,12.0,4:00,43.13,1120,3.325,3724.0
2019.0,4.0,12.0,8:00,43.17,1160,3.31,3839.6
2019.0,4.0,12.0,12:00,43.19,1180,3.27,3858.6
2019.0,4.0,12.0,16:00,43.19,1180,3.23,3811.4
2019.0,4.0,12.0,20:00,43.15,1140,3.19,3636.6
2019.0,4.0,13.0,0:00,43.17,1160,3.15,3654.0
2019.0,4.0,13.0,4:00,43.160000000000004,1150,3.11,3576.5
2019.0,4.0,13.0,8:00,43.17,1160,3.07,3561.2
2019.0,4.0,13.0,12:00,43.18,1170,3.128333333333333,3660.1499999999996
2019.0,4.0,13.0,16:00,43.160000000000004,1150,3.1866666666666665,3664.6666666666665
2019.0,4.0,13.0,20:00,43.160000000000004,1150,3.245,3731.75
2019.0,4.0,14.0,0:00,43.18,1170,3.3033333333333332,3864.9
2019.0,4.0,14.0,4:00,43.19,1180,3.3616666666666664,3966.7666666666664
2019.0,4.0,14.0,8:00,43.2,1180,3.42,4035.6
2019.0,4.0,14.0,12:00,43.17,1160,3.35,3886.0
2019.0,4.0,14.0,16:00,43.13,1120,3.28,3673.6
2019.0,4.0,14.0,20:00,43.160000000000004,1180,3.21,3787.8
2019.0,4.0,15.0,0:00,43.17,1180,3.14,3705.2000000000003
2019.0,4.0,15.0,4:00,43.14,1170,3.07,3591.8999999999996
2019.0,4.0,15.0,8:00,43.15,1170,3.0,3510.0
2019.0,4.0,15.0,12:00,43.13,1160,3.0,3480.0
2019.0,4.0,15.0,16:00,43.1,1130,3.0,3390.0
2019.0,4.0,15.0,20:00,43.1,1130,3.0,3390.0
2019.0,4.0,16.0,0:00,43.09,1130,3.0,3390.0
2019.0,4.0,16.0,4:00,43.1,1130,3.0,3390.0
2019.0,4.0,16.0,8:00,43.11,1150,3.0,3450.0
2019.0,4.0,16.0,12:00,43.120000000000005,1150,2.9333333333333336,3373.3333333333335
2019.0,4.0,16.0,16:00,43.11,1150,2.8666666666666667,3296.6666666666665
2019.0,4.0,16.0,20:00,43.11,1150,2.8,3220.0
